ST,CB,PB,GO,CA,Methodology,Rebal.
70,0,10,10,10,1-OFF,NO
70,0,10,10,10,1-OFF,YES
70,0,10,10,10,DCA,NO
70,0,10,10,10,DCA,YES
70,0,10,5,15,1-OFF,NO
70,0,10,5,15,1-OFF,YES
70,0,10,5,15,DCA,NO
70,0,10,5,15,DCA,YES
70,0,10,0,20,1-OFF,NO
70,0,10,0,20,1-OFF,YES
70,0,10,0,20,DCA,NO
70,0,10,0,20,DCA,YES
70,0,5,25,0,1-OFF,NO
70,0,5,25,0,1-OFF,YES
70,0,5,25,0,DCA,NO
70,0,5,25,0,DCA,YES
70,0,5,20,5,1-OFF,NO
70,0,5,20,5,1-OFF,YES
70,0,5,20,5,DCA,NO
70,0,5,20,5,DCA,YES
70,0,5,15,10,1-OFF,NO
70,0,5,15,10,1-OFF,YES
70,0,5,15,10,DCA,NO
70,0,5,15,10,DCA,YES
70,0,5,10,15,1-OFF,NO
70,0,5,10,15,1-OFF,YES
70,0,5,10,15,DCA,NO
70,0,5,10,15,DCA,YES
70,0,5,5,20,1-OFF,NO
70,0,5,5,20,1-OFF,YES
70,0,5,5,20,DCA,NO
70,0,5,5,20,DCA,YES
70,0,5,0,25,1-OFF,NO
70,0,5,0,25,1-OFF,YES
70,0,5,0,25,DCA,NO
70,0,5,0,25,DCA,YES
70,0,0,30,0,1-OFF,NO
70,0,0,30,0,1-OFF,YES
70,0,0,30,0,DCA,NO
70,0,0,30,0,DCA,YES
70,0,0,25,5,1-OFF,NO
70,0,0,25,5,1-OFF,YES
70,0,0,25,5,DCA,NO
70,0,0,25,5,DCA,YES
70,0,0,20,10,1-OFF,NO
70,0,0,20,10,1-OFF,YES
70,0,0,20,10,DCA,NO
70,0,0,20,10,DCA,YES
70,0,0,15,15,1-OFF,NO
70,0,0,15,15,1-OFF,YES
70,0,0,15,15,DCA,NO
70,0,0,15,15,DCA,YES
70,0,0,10,20,1-OFF,NO
70,0,0,10,20,1-OFF,YES
70,0,0,10,20,DCA,NO
70,0,0,10,20,DCA,YES
70,0,0,5,25,1-OFF,NO
70,0,0,5,25,1-OFF,YES
70,0,0,5,25,DCA,NO
70,0,0,5,25,DCA,YES
70,0,0,0,30,1-OFF,NO
70,0,0,0,30,1-OFF,YES
70,0,0,0,30,DCA,NO
70,0,0,0,30,DCA,YES
65,35,0,0,0,1-OFF,NO
65,35,0,0,0,1-OFF,YES
65,35,0,0,0,DCA,NO
65,35,0,0,0,DCA,YES
65,30,5,0,0,1-OFF,NO
65,30,5,0,0,1-OFF,YES
65,30,5,0,0,DCA,NO
65,30,5,0,0,DCA,YES
65,30,0,5,0,1-OFF,NO
65,30,0,5,0,1-OFF,YES
65,30,0,5,0,DCA,NO
65,30,0,5,0,DCA,YES
65,30,0,0,5,1-OFF,NO
65,30,0,0,5,1-OFF,YES
65,30,0,0,5,DCA,NO
65,30,0,0,5,DCA,YES
65,25,10,0,0,1-OFF,NO
65,25,10,0,0,1-OFF,YES
65,25,10,0,0,DCA,NO
65,25,10,0,0,DCA,YES
65,25,5,5,0,1-OFF,NO
65,25,5,5,0,1-OFF,YES
65,25,5,5,0,DCA,NO
65,25,5,5,0,DCA,YES
65,25,5,0,5,1-OFF,NO
65,25,5,0,5,1-OFF,YES
65,25,5,0,5,DCA,NO
65,25,5,0,5,DCA,YES
65,25,0,10,0,1-OFF,NO
65,25,0,10,0,1-OFF,YES
65,25,0,10,0,DCA,NO
65,25,0,10,0,DCA,YES
65,25,0,5,5,1-OFF,NO
65,25,0,5,5,1-OFF,YES
65,25,0,5,5,DCA,NO
65,25,0,5,5,DCA,YES
65,25,0,0,10,1-OFF,NO
65,25,0,0,10,1-OFF,YES
65,25,0,0,10,DCA,NO
65,25,0,0,10,DCA,YES
65,20,15,0,0,1-OFF,NO
65,20,15,0,0,1-OFF,YES
65,20,15,0,0,DCA,NO
65,20,15,0,0,DCA,YES
65,20,10,5,0,1-OFF,NO
65,20,10,5,0,1-OFF,YES
65,20,10,5,0,DCA,NO
65,20,10,5,0,DCA,YES
65,20,10,0,5,1-OFF,NO
65,20,10,0,5,1-OFF,YES
65,20,10,0,5,DCA,NO
65,20,10,0,5,DCA,YES
65,20,5,10,0,1-OFF,NO
65,20,5,10,0,1-OFF,YES
65,20,5,10,0,DCA,NO
65,20,5,10,0,DCA,YES
65,20,5,5,5,1-OFF,NO
65,20,5,5,5,1-OFF,YES
65,20,5,5,5,DCA,NO
65,20,5,5,5,DCA,YES
65,20,5,0,10,1-OFF,NO
65,20,5,0,10,1-OFF,YES
65,20,5,0,10,DCA,NO
65,20,5,0,10,DCA,YES
65,20,0,15,0,1-OFF,NO
65,20,0,15,0,1-OFF,YES
65,20,0,15,0,DCA,NO
65,20,0,15,0,DCA,YES
65,20,0,10,5,1-OFF,NO
65,20,0,10,5,1-OFF,YES
65,20,0,10,5,DCA,NO
65,20,0,10,5,DCA,YES
65,20,0,5,10,1-OFF,NO
65,20,0,5,10,1-OFF,YES
65,20,0,5,10,DCA,NO
65,20,0,5,10,DCA,YES
65,20,0,0,15,1-OFF,NO
65,20,0,0,15,1-OFF,YES
65,20,0,0,15,DCA,NO
65,20,0,0,15,DCA,YES
65,15,20,0,0,1-OFF,NO
65,15,20,0,0,1-OFF,YES
65,15,20,0,0,DCA,NO
65,15,20,0,0,DCA,YES
65,15,15,5,0,1-OFF,NO
65,15,15,5,0,1-OFF,YES
65,15,15,5,0,DCA,NO
65,15,15,5,0,DCA,YES
65,15,15,0,5,1-OFF,NO
65,15,15,0,5,1-OFF,YES
65,15,15,0,5,DCA,NO
65,15,15,0,5,DCA,YES
65,15,10,10,0,1-OFF,NO
65,15,10,10,0,1-OFF,YES
65,15,10,10,0,DCA,NO
65,15,10,10,0,DCA,YES
65,15,10,5,5,1-OFF,NO
65,15,10,5,5,1-OFF,YES
65,15,10,5,5,DCA,NO
65,15,10,5,5,DCA,YES
65,15,10,0,10,1-OFF,NO
65,15,10,0,10,1-OFF,YES
65,15,10,0,10,DCA,NO
65,15,10,0,10,DCA,YES
65,15,5,15,0,1-OFF,NO
65,15,5,15,0,1-OFF,YES
65,15,5,15,0,DCA,NO
65,15,5,15,0,DCA,YES
65,15,5,10,5,1-OFF,NO
65,15,5,10,5,1-OFF,YES
65,15,5,10,5,DCA,NO
65,15,5,10,5,DCA,YES
65,15,5,5,10,1-OFF,NO
65,15,5,5,10,1-OFF,YES
65,15,5,5,10,DCA,NO
65,15,5,5,10,DCA,YES
65,15,5,0,15,1-OFF,NO
65,15,5,0,15,1-OFF,YES
65,15,5,0,15,DCA,NO
65,15,5,0,15,DCA,YES
65,15,0,20,0,1-OFF,NO
65,15,0,20,0,1-OFF,YES
65,15,0,20,0,DCA,NO
65,15,0,20,0,DCA,YES
65,15,0,15,5,1-OFF,NO
65,15,0,15,5,1-OFF,YES
65,15,0,15,5,DCA,NO
65,15,0,15,5,DCA,YES
65,15,0,10,10,1-OFF,NO
65,15,0,10,10,1-OFF,YES
65,15,0,10,10,DCA,NO
65,15,0,10,10,DCA,YES
65,15,0,5,15,1-OFF,NO
65,15,0,5,15,1-OFF,YES
65,15,0,5,15,DCA,NO
65,15,0,5,15,DCA,YES
65,15,0,0,20,1-OFF,NO
65,15,0,0,20,1-OFF,YES
65,15,0,0,20,DCA,NO
65,15,0,0,20,DCA,YES
65,10,25,0,0,1-OFF,NO
65,10,25,0,0,1-OFF,YES
65,10,25,0,0,DCA,NO
65,10,25,0,0,DCA,YES
65,10,20,5,0,1-OFF,NO
65,10,20,5,0,1-OFF,YES
65,10,20,5,0,DCA,NO
65,10,20,5,0,DCA,YES
65,10,20,0,5,1-OFF,NO
65,10,20,0,5,1-OFF,YES
65,10,20,0,5,DCA,NO
65,10,20,0,5,DCA,YES
65,10,15,10,0,1-OFF,NO
65,10,15,10,0,1-OFF,YES
65,10,15,10,0,DCA,NO
65,10,15,10,0,DCA,YES
65,10,15,5,5,1-OFF,NO
65,10,15,5,5,1-OFF,YES
65,10,15,5,5,DCA,NO
65,10,15,5,5,DCA,YES
65,10,15,0,10,1-OFF,NO
65,10,15,0,10,1-OFF,YES
65,10,15,0,10,DCA,NO
65,10,15,0,10,DCA,YES
65,10,10,15,0,1-OFF,NO
65,10,10,15,0,1-OFF,YES
65,10,10,15,0,DCA,NO
65,10,10,15,0,DCA,YES
65,10,10,10,5,1-OFF,NO
65,10,10,10,5,1-OFF,YES
65,10,10,10,5,DCA,NO
65,10,10,10,5,DCA,YES
65,10,10,5,10,1-OFF,NO
65,10,10,5,10,1-OFF,YES
65,10,10,5,10,DCA,NO
65,10,10,5,10,DCA,YES
65,10,10,0,15,1-OFF,NO
65,10,10,0,15,1-OFF,YES
65,10,10,0,15,DCA,NO
65,10,10,0,15,DCA,YES
65,10,5,20,0,1-OFF,NO
65,10,5,20,0,1-OFF,YES
65,10,5,20,0,DCA,NO
65,10,5,20,0,DCA,YES
65,10,5,15,5,1-OFF,NO
65,10,5,15,5,1-OFF,YES
65,10,5,15,5,DCA,NO
65,10,5,15,5,DCA,YES
65,10,5,10,10,1-OFF,NO
65,10,5,10,10,1-OFF,YES
65,10,5,10,10,DCA,NO
65,10,5,10,10,DCA,YES
65,10,5,5,15,1-OFF,NO
65,10,5,5,15,1-OFF,YES
65,10,5,5,15,DCA,NO
65,10,5,5,15,DCA,YES
65,10,5,0,20,1-OFF,NO
65,10,5,0,20,1-OFF,YES
65,10,5,0,20,DCA,NO
65,10,5,0,20,DCA,YES
65,10,0,25,0,1-OFF,NO
65,10,0,25,0,1-OFF,YES
65,10,0,25,0,DCA,NO
65,10,0,25,0,DCA,YES
65,10,0,20,5,1-OFF,NO
65,10,0,20,5,1-OFF,YES
65,10,0,20,5,DCA,NO
65,10,0,20,5,DCA,YES
65,10,0,15,10,1-OFF,NO
65,10,0,15,10,1-OFF,YES
65,10,0,15,10,DCA,NO
65,10,0,15,10,DCA,YES
65,10,0,10,15,1-OFF,NO
65,10,0,10,15,1-OFF,YES
65,10,0,10,15,DCA,NO
65,10,0,10,15,DCA,YES
65,10,0,5,20,1-OFF,NO
65,10,0,5,20,1-OFF,YES
65,10,0,5,20,DCA,NO
65,10,0,5,20,DCA,YES
65,10,0,0,25,1-OFF,NO
65,10,0,0,25,1-OFF,YES
65,10,0,0,25,DCA,NO
65,10,0,0,25,DCA,YES
65,5,30,0,0,1-OFF,NO
65,5,30,0,0,1-OFF,YES
65,5,30,0,0,DCA,NO
65,5,30,0,0,DCA,YES
65,5,25,5,0,1-OFF,NO
65,5,25,5,0,1-OFF,YES
65,5,25,5,0,DCA,NO
65,5,25,5,0,DCA,YES
65,5,25,0,5,1-OFF,NO
65,5,25,0,5,1-OFF,YES
65,5,25,0,5,DCA,NO
65,5,25,0,5,DCA,YES
65,5,20,10,0,1-OFF,NO
65,5,20,10,0,1-OFF,YES
65,5,20,10,0,DCA,NO
65,5,20,10,0,DCA,YES
65,5,20,5,5,1-OFF,NO
65,5,20,5,5,1-OFF,YES
65,5,20,5,5,DCA,NO
65,5,20,5,5,DCA,YES
65,5,20,0,10,1-OFF,NO
65,5,20,0,10,1-OFF,YES
65,5,20,0,10,DCA,NO
65,5,20,0,10,DCA,YES
65,5,15,15,0,1-OFF,NO
65,5,15,15,0,1-OFF,YES
65,5,15,15,0,DCA,NO
65,5,15,15,0,DCA,YES
65,5,15,10,5,1-OFF,NO
65,5,15,10,5,1-OFF,YES
65,5,15,10,5,DCA,NO
65,5,15,10,5,DCA,YES
65,5,15,5,10,1-OFF,NO
65,5,15,5,10,1-OFF,YES
65,5,15,5,10,DCA,NO
65,5,15,5,10,DCA,YES
65,5,15,0,15,1-OFF,NO
65,5,15,0,15,1-OFF,YES
65,5,15,0,15,DCA,NO
65,5,15,0,15,DCA,YES
65,5,10,20,0,1-OFF,NO
65,5,10,20,0,1-OFF,YES
65,5,10,20,0,DCA,NO
65,5,10,20,0,DCA,YES
65,5,10,15,5,1-OFF,NO
65,5,10,15,5,1-OFF,YES
65,5,10,15,5,DCA,NO
65,5,10,15,5,DCA,YES
65,5,10,10,10,1-OFF,NO
65,5,10,10,10,1-OFF,YES
65,5,10,10,10,DCA,NO
65,5,10,10,10,DCA,YES
65,5,10,5,15,1-OFF,NO
65,5,10,5,15,1-OFF,YES
65,5,10,5,15,DCA,NO
65,5,10,5,15,DCA,YES
65,5,10,0,20,1-OFF,NO
65,5,10,0,20,1-OFF,YES
65,5,10,0,20,DCA,NO
65,5,10,0,20,DCA,YES
65,5,5,25,0,1-OFF,NO
65,5,5,25,0,1-OFF,YES
65,5,5,25,0,DCA,NO
65,5,5,25,0,DCA,YES
65,5,5,20,5,1-OFF,NO
65,5,5,20,5,1-OFF,YES
65,5,5,20,5,DCA,NO
65,5,5,20,5,DCA,YES
65,5,5,15,10,1-OFF,NO
65,5,5,15,10,1-OFF,YES
65,5,5,15,10,DCA,NO
65,5,5,15,10,DCA,YES
65,5,5,10,15,1-OFF,NO
65,5,5,10,15,1-OFF,YES
65,5,5,10,15,DCA,NO
65,5,5,10,15,DCA,YES
65,5,5,5,20,1-OFF,NO
65,5,5,5,20,1-OFF,YES
65,5,5,5,20,DCA,NO
65,5,5,5,20,DCA,YES
65,5,5,0,25,1-OFF,NO
65,5,5,0,25,1-OFF,YES
65,5,5,0,25,DCA,NO
65,5,5,0,25,DCA,YES
65,5,0,30,0,1-OFF,NO
65,5,0,30,0,1-OFF,YES
65,5,0,30,0,DCA,NO
65,5,0,30,0,DCA,YES
65,5,0,25,5,1-OFF,NO
65,5,0,25,5,1-OFF,YES
65,5,0,25,5,DCA,NO
65,5,0,25,5,DCA,YES
65,5,0,20,10,1-OFF,NO
65,5,0,20,10,1-OFF,YES
65,5,0,20,10,DCA,NO
65,5,0,20,10,DCA,YES
65,5,0,15,15,1-OFF,NO
65,5,0,15,15,1-OFF,YES
65,5,0,15,15,DCA,NO
65,5,0,15,15,DCA,YES
65,5,0,10,20,1-OFF,NO
65,5,0,10,20,1-OFF,YES
65,5,0,10,20,DCA,NO
65,5,0,10,20,DCA,YES
65,5,0,5,25,1-OFF,NO
65,5,0,5,25,1-OFF,YES
65,5,0,5,25,DCA,NO
65,5,0,5,25,DCA,YES
65,5,0,0,30,1-OFF,NO
65,5,0,0,30,1-OFF,YES
65,5,0,0,30,DCA,NO
65,5,0,0,30,DCA,YES
65,0,35,0,0,1-OFF,NO
65,0,35,0,0,1-OFF,YES
65,0,35,0,0,DCA,NO
65,0,35,0,0,DCA,YES
65,0,30,5,0,1-OFF,NO
65,0,30,5,0,1-OFF,YES
65,0,30,5,0,DCA,NO
65,0,30,5,0,DCA,YES
65,0,30,0,5,1-OFF,NO
65,0,30,0,5,1-OFF,YES
65,0,30,0,5,DCA,NO
65,0,30,0,5,DCA,YES
65,0,25,10,0,1-OFF,NO
65,0,25,10,0,1-OFF,YES
65,0,25,10,0,DCA,NO
65,0,25,10,0,DCA,YES
65,0,25,5,5,1-OFF,NO
65,0,25,5,5,1-OFF,YES
65,0,25,5,5,DCA,NO
65,0,25,5,5,DCA,YES
65,0,25,0,10,1-OFF,NO
65,0,25,0,10,1-OFF,YES
65,0,25,0,10,DCA,NO
65,0,25,0,10,DCA,YES
65,0,20,15,0,1-OFF,NO
65,0,20,15,0,1-OFF,YES
65,0,20,15,0,DCA,NO
65,0,20,15,0,DCA,YES
65,0,20,10,5,1-OFF,NO
65,0,20,10,5,1-OFF,YES
65,0,20,10,5,DCA,NO
65,0,20,10,5,DCA,YES
65,0,20,5,10,1-OFF,NO
65,0,20,5,10,1-OFF,YES
65,0,20,5,10,DCA,NO
65,0,20,5,10,DCA,YES
65,0,20,0,15,1-OFF,NO
65,0,20,0,15,1-OFF,YES
65,0,20,0,15,DCA,NO
65,0,20,0,15,DCA,YES
65,0,15,20,0,1-OFF,NO
65,0,15,20,0,1-OFF,YES
65,0,15,20,0,DCA,NO
65,0,15,20,0,DCA,YES
65,0,15,15,5,1-OFF,NO
65,0,15,15,5,1-OFF,YES
65,0,15,15,5,DCA,NO
65,0,15,15,5,DCA,YES
65,0,15,10,10,1-OFF,NO
65,0,15,10,10,1-OFF,YES
65,0,15,10,10,DCA,NO
65,0,15,10,10,DCA,YES
65,0,15,5,15,1-OFF,NO
65,0,15,5,15,1-OFF,YES
65,0,15,5,15,DCA,NO
65,0,15,5,15,DCA,YES
65,0,15,0,20,1-OFF,NO
65,0,15,0,20,1-OFF,YES
65,0,15,0,20,DCA,NO
65,0,15,0,20,DCA,YES
65,0,10,25,0,1-OFF,NO
65,0,10,25,0,1-OFF,YES
65,0,10,25,0,DCA,NO
65,0,10,25,0,DCA,YES
65,0,10,20,5,1-OFF,NO
65,0,10,20,5,1-OFF,YES
65,0,10,20,5,DCA,NO
65,0,10,20,5,DCA,YES
65,0,10,15,10,1-OFF,NO
65,0,10,15,10,1-OFF,YES
65,0,10,15,10,DCA,NO
65,0,10,15,10,DCA,YES
65,0,10,10,15,1-OFF,NO
65,0,10,10,15,1-OFF,YES
65,0,10,10,15,DCA,NO
65,0,10,10,15,DCA,YES
65,0,10,5,20,1-OFF,NO
65,0,10,5,20,1-OFF,YES
65,0,10,5,20,DCA,NO
65,0,10,5,20,DCA,YES
65,0,10,0,25,1-OFF,NO
65,0,10,0,25,1-OFF,YES
65,0,10,0,25,DCA,NO
65,0,10,0,25,DCA,YES
65,0,5,30,0,1-OFF,NO
65,0,5,30,0,1-OFF,YES
65,0,5,30,0,DCA,NO
65,0,5,30,0,DCA,YES
65,0,5,25,5,1-OFF,NO
65,0,5,25,5,1-OFF,YES
65,0,5,25,5,DCA,NO
65,0,5,25,5,DCA,YES
65,0,5,20,10,1-OFF,NO
65,0,5,20,10,1-OFF,YES
65,0,5,20,10,DCA,NO
65,0,5,20,10,DCA,YES
65,0,5,15,15,1-OFF,NO
65,0,5,15,15,1-OFF,YES
65,0,5,15,15,DCA,NO
65,0,5,15,15,DCA,YES
65,0,5,10,20,1-OFF,NO
65,0,5,10,20,1-OFF,YES
65,0,5,10,20,DCA,NO
65,0,5,10,20,DCA,YES
65,0,5,5,25,1-OFF,NO
65,0,5,5,25,1-OFF,YES
65,0,5,5,25,DCA,NO
65,0,5,5,25,DCA,YES
65,0,5,0,30,1-OFF,NO
65,0,5,0,30,1-OFF,YES
65,0,5,0,30,DCA,NO
65,0,5,0,30,DCA,YES
65,0,0,35,0,1-OFF,NO
65,0,0,35,0,1-OFF,YES
65,0,0,35,0,DCA,NO
65,0,0,35,0,DCA,YES
65,0,0,30,5,1-OFF,NO
65,0,0,30,5,1-OFF,YES
65,0,0,30,5,DCA,NO
65,0,0,30,5,DCA,YES
65,0,0,25,10,1-OFF,NO
65,0,0,25,10,1-OFF,YES
65,0,0,25,10,DCA,NO
65,0,0,25,10,DCA,YES
65,0,0,20,15,1-OFF,NO
65,0,0,20,15,1-OFF,YES
65,0,0,20,15,DCA,NO
65,0,0,20,15,DCA,YES
65,0,0,15,20,1-OFF,NO
65,0,0,15,20,1-OFF,YES
65,0,0,15,20,DCA,NO
65,0,0,15,20,DCA,YES
65,0,0,10,25,1-OFF,NO
65,0,0,10,25,1-OFF,YES
65,0,0,10,25,DCA,NO
65,0,0,10,25,DCA,YES
65,0,0,5,30,1-OFF,NO
65,0,0,5,30,1-OFF,YES
65,0,0,5,30,DCA,NO
65,0,0,5,30,DCA,YES
65,0,0,0,35,1-OFF,NO
65,0,0,0,35,1-OFF,YES
65,0,0,0,35,DCA,NO
65,0,0,0,35,DCA,YES
60,40,0,0,0,1-OFF,NO
60,40,0,0,0,1-OFF,YES
60,40,0,0,0,DCA,NO
60,40,0,0,0,DCA,YES
60,35,5,0,0,1-OFF,NO
60,35,5,0,0,1-OFF,YES
60,35,5,0,0,DCA,NO
60,35,5,0,0,DCA,YES
60,35,0,5,0,1-OFF,NO
60,35,0,5,0,1-OFF,YES
60,35,0,5,0,DCA,NO
60,35,0,5,0,DCA,YES
60,35,0,0,5,1-OFF,NO
60,35,0,0,5,1-OFF,YES
60,35,0,0,5,DCA,NO
60,35,0,0,5,DCA,YES
60,30,10,0,0,1-OFF,NO
60,30,10,0,0,1-OFF,YES
60,30,10,0,0,DCA,NO
60,30,10,0,0,DCA,YES
60,30,5,5,0,1-OFF,NO
60,30,5,5,0,1-OFF,YES
60,30,5,5,0,DCA,NO
60,30,5,5,0,DCA,YES
60,30,5,0,5,1-OFF,NO
60,30,5,0,5,1-OFF,YES
60,30,5,0,5,DCA,NO
60,30,5,0,5,DCA,YES
60,30,0,10,0,1-OFF,NO
60,30,0,10,0,1-OFF,YES
60,30,0,10,0,DCA,NO
60,30,0,10,0,DCA,YES
60,30,0,5,5,1-OFF,NO
60,30,0,5,5,1-OFF,YES
60,30,0,5,5,DCA,NO
60,30,0,5,5,DCA,YES
60,30,0,0,10,1-OFF,NO
60,30,0,0,10,1-OFF,YES
60,30,0,0,10,DCA,NO
60,30,0,0,10,DCA,YES
60,25,15,0,0,1-OFF,NO
60,25,15,0,0,1-OFF,YES
60,25,15,0,0,DCA,NO
60,25,15,0,0,DCA,YES
60,25,10,5,0,1-OFF,NO
60,25,10,5,0,1-OFF,YES
60,25,10,5,0,DCA,NO
60,25,10,5,0,DCA,YES
60,25,10,0,5,1-OFF,NO
60,25,10,0,5,1-OFF,YES
60,25,10,0,5,DCA,NO
60,25,10,0,5,DCA,YES
60,25,5,10,0,1-OFF,NO
60,25,5,10,0,1-OFF,YES
60,25,5,10,0,DCA,NO
60,25,5,10,0,DCA,YES
60,25,5,5,5,1-OFF,NO
60,25,5,5,5,1-OFF,YES
60,25,5,5,5,DCA,NO
60,25,5,5,5,DCA,YES
60,25,5,0,10,1-OFF,NO
60,25,5,0,10,1-OFF,YES
60,25,5,0,10,DCA,NO
60,25,5,0,10,DCA,YES
60,25,0,15,0,1-OFF,NO
60,25,0,15,0,1-OFF,YES
60,25,0,15,0,DCA,NO
60,25,0,15,0,DCA,YES
60,25,0,10,5,1-OFF,NO
60,25,0,10,5,1-OFF,YES
60,25,0,10,5,DCA,NO
60,25,0,10,5,DCA,YES
60,25,0,5,10,1-OFF,NO
60,25,0,5,10,1-OFF,YES
60,25,0,5,10,DCA,NO
60,25,0,5,10,DCA,YES
60,25,0,0,15,1-OFF,NO
60,25,0,0,15,1-OFF,YES
60,25,0,0,15,DCA,NO
60,25,0,0,15,DCA,YES
60,20,20,0,0,1-OFF,NO
60,20,20,0,0,1-OFF,YES
60,20,20,0,0,DCA,NO
60,20,20,0,0,DCA,YES
60,20,15,5,0,1-OFF,NO
60,20,15,5,0,1-OFF,YES
60,20,15,5,0,DCA,NO
60,20,15,5,0,DCA,YES
60,20,15,0,5,1-OFF,NO
60,20,15,0,5,1-OFF,YES
60,20,15,0,5,DCA,NO
60,20,15,0,5,DCA,YES
60,20,10,10,0,1-OFF,NO
60,20,10,10,0,1-OFF,YES
60,20,10,10,0,DCA,NO
60,20,10,10,0,DCA,YES
60,20,10,5,5,1-OFF,NO
60,20,10,5,5,1-OFF,YES
60,20,10,5,5,DCA,NO
60,20,10,5,5,DCA,YES
60,20,10,0,10,1-OFF,NO
60,20,10,0,10,1-OFF,YES
60,20,10,0,10,DCA,NO
60,20,10,0,10,DCA,YES
60,20,5,15,0,1-OFF,NO
60,20,5,15,0,1-OFF,YES
60,20,5,15,0,DCA,NO
60,20,5,15,0,DCA,YES
60,20,5,10,5,1-OFF,NO
60,20,5,10,5,1-OFF,YES
60,20,5,10,5,DCA,NO
60,20,5,10,5,DCA,YES
60,20,5,5,10,1-OFF,NO
60,20,5,5,10,1-OFF,YES
60,20,5,5,10,DCA,NO
60,20,5,5,10,DCA,YES
60,20,5,0,15,1-OFF,NO
60,20,5,0,15,1-OFF,YES
60,20,5,0,15,DCA,NO
60,20,5,0,15,DCA,YES
60,20,0,20,0,1-OFF,NO
60,20,0,20,0,1-OFF,YES
60,20,0,20,0,DCA,NO
60,20,0,20,0,DCA,YES
60,20,0,15,5,1-OFF,NO
60,20,0,15,5,1-OFF,YES
60,20,0,15,5,DCA,NO
60,20,0,15,5,DCA,YES
60,20,0,10,10,1-OFF,NO
60,20,0,10,10,1-OFF,YES
60,20,0,10,10,DCA,NO
60,20,0,10,10,DCA,YES
60,20,0,5,15,1-OFF,NO
60,20,0,5,15,1-OFF,YES
60,20,0,5,15,DCA,NO
60,20,0,5,15,DCA,YES
60,20,0,0,20,1-OFF,NO
60,20,0,0,20,1-OFF,YES
60,20,0,0,20,DCA,NO
60,20,0,0,20,DCA,YES
60,15,25,0,0,1-OFF,NO
60,15,25,0,0,1-OFF,YES
60,15,25,0,0,DCA,NO
60,15,25,0,0,DCA,YES
60,15,20,5,0,1-OFF,NO
60,15,20,5,0,1-OFF,YES
60,15,20,5,0,DCA,NO
60,15,20,5,0,DCA,YES
60,15,20,0,5,1-OFF,NO
60,15,20,0,5,1-OFF,YES
60,15,20,0,5,DCA,NO
60,15,20,0,5,DCA,YES
60,15,15,10,0,1-OFF,NO
60,15,15,10,0,1-OFF,YES
60,15,15,10,0,DCA,NO
60,15,15,10,0,DCA,YES
60,15,15,5,5,1-OFF,NO
60,15,15,5,5,1-OFF,YES
60,15,15,5,5,DCA,NO
60,15,15,5,5,DCA,YES
60,15,15,0,10,1-OFF,NO
60,15,15,0,10,1-OFF,YES
60,15,15,0,10,DCA,NO
60,15,15,0,10,DCA,YES
60,15,10,15,0,1-OFF,NO
60,15,10,15,0,1-OFF,YES
60,15,10,15,0,DCA,NO
60,15,10,15,0,DCA,YES
60,15,10,10,5,1-OFF,NO
60,15,10,10,5,1-OFF,YES
60,15,10,10,5,DCA,NO
60,15,10,10,5,DCA,YES
60,15,10,5,10,1-OFF,NO
60,15,10,5,10,1-OFF,YES
60,15,10,5,10,DCA,NO
60,15,10,5,10,DCA,YES
60,15,10,0,15,1-OFF,NO
60,15,10,0,15,1-OFF,YES
60,15,10,0,15,DCA,NO
60,15,10,0,15,DCA,YES
60,15,5,20,0,1-OFF,NO
60,15,5,20,0,1-OFF,YES
60,15,5,20,0,DCA,NO
60,15,5,20,0,DCA,YES
60,15,5,15,5,1-OFF,NO
60,15,5,15,5,1-OFF,YES
60,15,5,15,5,DCA,NO
60,15,5,15,5,DCA,YES
60,15,5,10,10,1-OFF,NO
60,15,5,10,10,1-OFF,YES
60,15,5,10,10,DCA,NO
60,15,5,10,10,DCA,YES
60,15,5,5,15,1-OFF,NO
60,15,5,5,15,1-OFF,YES
60,15,5,5,15,DCA,NO
60,15,5,5,15,DCA,YES
60,15,5,0,20,1-OFF,NO
60,15,5,0,20,1-OFF,YES
60,15,5,0,20,DCA,NO
60,15,5,0,20,DCA,YES
60,15,0,25,0,1-OFF,NO
60,15,0,25,0,1-OFF,YES
60,15,0,25,0,DCA,NO
60,15,0,25,0,DCA,YES
60,15,0,20,5,1-OFF,NO
60,15,0,20,5,1-OFF,YES
60,15,0,20,5,DCA,NO
60,15,0,20,5,DCA,YES
60,15,0,15,10,1-OFF,NO
60,15,0,15,10,1-OFF,YES
60,15,0,15,10,DCA,NO
60,15,0,15,10,DCA,YES
60,15,0,10,15,1-OFF,NO
60,15,0,10,15,1-OFF,YES
60,15,0,10,15,DCA,NO
60,15,0,10,15,DCA,YES
60,15,0,5,20,1-OFF,NO
60,15,0,5,20,1-OFF,YES
60,15,0,5,20,DCA,NO
60,15,0,5,20,DCA,YES
60,15,0,0,25,1-OFF,NO
60,15,0,0,25,1-OFF,YES
60,15,0,0,25,DCA,NO
60,15,0,0,25,DCA,YES
60,10,30,0,0,1-OFF,NO
60,10,30,0,0,1-OFF,YES
60,10,30,0,0,DCA,NO
60,10,30,0,0,DCA,YES
60,10,25,5,0,1-OFF,NO
60,10,25,5,0,1-OFF,YES
60,10,25,5,0,DCA,NO
60,10,25,5,0,DCA,YES
